ZIP,Num Farms,Num Estabs,Total Emp Bus,Min Share,Black Share,Number of Loans_1,Total Loans Amount_1,Total Employees_1,Number of Loans_2,Total Loans Amount_2,Total Employees_2,Number of Loans_3,Total Loans Amount_3,Total Employees_3
35079,128.0,66.0,194.0,0.0385188337944243,0.007129176420515,12,366072.5,59,14,218484.65,49,12,159616.83000000002,19
35080,15.0,281.0,296.0,0.2213996954901034,0.1270016275528954,46,1819468.6700000002,318,79,2072939.98,332,70,2210601.47,322
35082,0.0,0.0,0.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35083,105.0,37.0,142.0,0.0220978196817913,0.0005892751915144,8,446402.0,54,7,123529.64000000001,18,10,269313.83,27
35085,92.0,118.0,210.0,0.1469512914258757,0.0727680150961198,20,721619.1799999999,120,30,948944.53,154,19,515104.16000000003,93
35087,88.0,16.0,104.0,0.0134128166915051,0.0,3,102879.2,23,6,91890.75,29,8,325700.22,36
35089,26.0,19.0,45.0,0.5230855855855856,0.5225225225225225,3,110124.0,14,8,135344.16999999998,28,3,28202.1,3
35091,4.0,26.0,30.0,0.0651148159798679,0.0352312047813777,2,23100.0,5,6,74353.89,7,12,211577.43000000002,23
35094,18.0,368.0,386.0,0.1387733887733887,0.1198024948024948,47,2495921.67,403,70,2569702.2,438,62,2681119.6700000004,457
35096,96.0,144.0,240.0,0.308108108108108,0.2396779758481886,6,285425.19999999995,42,35,1535118.03,258,20,706792.96,96
35097,17.0,29.0,46.0,0.0021052631578947,0.0,3,188500.0,25,11,205857.99,44,7,144378.74,19
35098,67.0,8.0,75.0,0.0560344827586206,0.0,2,78490.0,14,0,0.0,0,3,40322.05,7
35111,76.0,218.0,294.0,0.2267587939698492,0.2016902695294655,33,1516940.5999999999,270,51,1283364.0499999998,184,58,1554275.31,248
35112,0.0,0.0,0.0,0.7575757575757576,0.7575757575757576,0,0.0,0,0,0.0,0,0,0.0,0
35114,7.0,49.0,56.0,0.2793145654834761,0.1747858017135863,15,684860.5,129,14,418266.5,70,22,366650.82999999996,58
35115,113.0,193.0,306.0,0.2968871362848778,0.1236183306446794,35,1534893.55,245,35,1284917.41,207,33,892219.74,135
35116,23.0,54.0,77.0,0.0476090604026845,0.0031459731543624,8,317582.67,46,12,242904.74,32,10,278107.72,30
35117,26.0,61.0,87.0,0.0470882183355756,0.0422832980972515,19,813054.1,118,18,354082.31,51,15,419014.92,77
35118,7.0,27.0,34.0,0.181184668989547,0.1089642065251821,3,62527.0,12,6,210079.0,24,2,11573.0,2
35119,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,0
35120,52.0,155.0,207.0,0.1462792434046789,0.1254355400696864,21,1034355.54,150,41,1295310.82,192,39,1233678.19,127
35121,236.0,326.0,562.0,0.0765929150042316,0.0240599685648651,58,3031643.24,397,72,2173710.0,346,58,2293845.04,349
35123,2.0,0.0,2.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35124,11.0,1043.0,1054.0,0.2120279487606056,0.0997754117451339,197,11699464.745000001,1686,264,8604012.02,1345,236,11206481.09,1660
35125,41.0,334.0,375.0,0.0809502055733211,0.0544540886249428,33,2089730.57,298,57,2249669.87,336,49,1693264.77,220
35126,28.0,225.0,253.0,0.3300419054958817,0.2846683685756948,19,780454.34,112,64,1808329.89,272,60,1222390.0,192
35127,2.0,74.0,76.0,0.6321038961038961,0.6091428571428571,6,147472.0,40,22,526533.13,71,39,869757.05,108
35128,38.0,180.0,218.0,0.129569941983608,0.0806704116401142,18,912864.52,150,39,1155069.5,204,28,1064075.6600000001,140
35130,25.0,20.0,45.0,0.1344636071324174,0.0824320374159602,0,0.0,0,4,162463.86,22,2,55057.0,4
35131,55.0,30.0,85.0,0.0806025369978858,0.0502114164904862,2,114602.0,17,6,146409.76,29,5,242608.0,27
35133,37.0,32.0,69.0,0.0446130500758725,0.0309559939301972,4,182531.0,68,13,406446.25,52,11,284178.44,29
35135,1.0,20.0,21.0,0.2851648351648351,0.1884615384615384,0,0.0,0,10,257405.87,71,6,174675.5,37
35136,31.0,30.0,61.0,0.1958964338055691,0.1397166585246702,1,32427.5,4,1,5900.0,2,1,6527.0,8
35137,6.0,11.0,17.0,,,1,111202.5,11,1,22427.0,4,0,0.0,0
35139,0.0,0.0,0.0,0.409090909090909,0.0,0,0.0,0,0,0.0,0,0,0.0,0
35143,11.0,28.0,39.0,0.0753736192332683,0.0425601039636127,5,210233.32,29,8,195245.0,29,5,142586.1,13
35146,95.0,158.0,253.0,0.1556575188295386,0.1102934810838888,22,1133898.52,162,50,1479857.84,290,35,1095367.05,167
35147,29.0,70.0,99.0,0.1201716738197424,0.0690128755364806,8,146056.31,21,22,758502.27,84,26,795640.04,89
35148,7.0,82.0,89.0,0.0724309642372114,0.0565866908103214,12,582047.4500000001,94,13,516622.54,89,11,484530.47,65
35149,2.0,6.0,8.0,0.2971887550200803,0.2971887550200803,0,0.0,0,1,11250.0,2,1,11250.0,2
35150,62.0,411.0,473.0,0.3505713955904421,0.3109200046173381,48,2557949.43,397,56,1935855.58,397,51,1537853.6400000001,258
35151,87.0,76.0,163.0,0.1266130062603807,0.0904561134534304,12,638086.14,90,18,713234.1399999999,131,19,926949.75,131
35160,164.0,350.0,514.0,0.4498868160174849,0.4217859651861681,20,861428.85,138,75,2897036.05,471,58,1896371.9300000002,280
35161,3.0,17.0,20.0,,,1,106869.5,14,7,227172.9,36,0,0.0,0
35171,60.0,32.0,92.0,0.1287601911723362,0.0250210851841439,9,410072.34,63,5,116300.0,28,5,202637.77000000002,22
35172,21.0,24.0,45.0,0.032641958517511,0.0214212852771166,3,187500.0,25,9,517235.81,58,6,332467.47000000003,31
35173,36.0,627.0,663.0,0.1084871118922085,0.060449619214997,109,5223624.02,829,192,5640761.6,879,160,5180723.48,864
35175,115.0,33.0,148.0,0.0528938290532771,0.0007665772326561,6,251930.0,27,10,192159.57,35,16,363618.56999999995,78
35176,6.0,11.0,17.0,0.0,0.0,2,93998.0,15,2,42440.0,10,3,159066.88,17
35178,28.0,27.0,55.0,0.1455534229046705,0.1333973128598848,2,159200.0,15,14,526823.0,67,5,86938.37,10
35179,252.0,82.0,334.0,0.0751722440944882,0.0,23,948425.66,134,10,187169.45,30,20,736113.4500000001,78
35180,102.0,186.0,288.0,0.1026214610276127,0.083187696609577,28,1603901.84,258,34,1134025.39,196,35,997609.89,200
35181,2.0,0.0,2.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35183,20.0,4.0,24.0,0.0256410256410256,0.0256410256410256,0,0.0,0,0,0.0,0,0,0.0,0
35184,68.0,34.0,102.0,0.0942216472617507,0.08128503665373,6,336657.49,45,5,96754.07,23,3,49414.07,11
35185,2.0,7.0,9.0,,,0,0.0,0,1,73200.0,7,0,0.0,0
35186,65.0,60.0,125.0,0.0830702446724546,0.0674822415153906,4,152786.57,20,19,547856.4099999999,61,14,410576.89999999997,216
35187,5.0,5.0,10.0,0.0,0.0,0,0.0,0,1,18365.0,7,0,0.0,0
35188,12.0,68.0,80.0,0.0297745640153126,0.0280731603572947,10,534524.26,65,8,267576.9,30,10,435285.44,53
35201,10.0,21.0,31.0,,,1,74800.0,10,4,267514.0,30,0,0.0,0
35202,2.0,29.0,31.0,,,2,266647.67,28,3,52751.369999999995,8,2,25622.0,2
35203,7.0,1020.0,1027.0,0.5713813615333774,0.5502313284864507,171,9539750.24,1042,220,7669164.57,1015,239,11018474.719999999,1111
35204,0.0,174.0,174.0,0.95437569395377,0.9166246088624204,13,740422.22,112,29,685887.69,151,37,1162384.72,205
35205,0.0,584.0,584.0,0.3517001737403822,0.2624472573839662,112,6367536.8100000005,767,133,4466307.41,689,152,6826729.76,783
35206,2.0,186.0,188.0,0.7390041252687235,0.7023996281447912,11,746906.0,111,59,1421123.46,328,74,1878938.54,258
35207,1.0,110.0,111.0,0.9429186178964688,0.9288697633210986,6,569292.0,64,19,381690.42,93,26,574644.9400000001,58
35208,0.0,147.0,147.0,0.9694589877835952,0.9436445607911575,5,230831.87,59,41,859040.34,133,51,924685.49,137
35209,28.0,1784.0,1812.0,0.2758184676372086,0.2128699337024127,313,17397006.849999998,2669,471,17237158.830000002,2603,443,18273396.85,2587
35210,14.0,651.0,665.0,0.3899677534933715,0.3088498745969186,70,4381119.33,643,131,4910782.41,724,138,6179691.42,908
35211,8.0,397.0,405.0,0.8745779064158224,0.8108618748995016,22,1550780.4700000002,187,62,2617765.37,401,102,3075706.98,402
35212,0.0,212.0,212.0,0.7395694417984378,0.7073728329205563,13,729194.79,138,64,1307569.17,212,59,1723756.41,230
35213,24.0,331.0,355.0,0.0185490224163861,0.010456205686457,79,3377009.0700000003,498,117,3150193.3600000003,354,101,3552256.4400000004,402
35214,3.0,235.0,238.0,0.8158157570060514,0.7837964866929088,6,437875.0,54,51,1516866.06,295,64,1169046.54,156
35215,10.0,444.0,454.0,0.7848349424511994,0.7487668114170075,31,1759849.6600000001,296,108,3253369.05,568,183,4430700.47,641
35216,32.0,1068.0,1100.0,0.3479433224066829,0.243946283176483,229,12321741.530000001,2355,354,10326511.59,1670,344,13727969.59,2090
35217,7.0,314.0,321.0,0.6911596741034036,0.5844818396406,30,2079766.02,304,57,2395198.69,409,61,2239510.45,285
35218,0.0,98.0,98.0,0.9489221474667032,0.8528079088287793,7,266251.0,48,19,552260.1699999999,91,27,675226.62,101
35219,0.0,9.0,9.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35221,0.0,42.0,42.0,0.9713035019455252,0.9392023346303502,2,113418.0,16,7,131032.0,25,9,213582.66999999998,18
35222,7.0,420.0,427.0,0.3288525647919131,0.2764813420797935,81,5394921.12,731,105,3342699.9799999995,465,107,4766786.8,577
35223,35.0,559.0,594.0,0.041297651135926,0.0067385444743935,135,6516422.39,709,189,4803881.3,865,155,5118505.8,567
35224,0.0,42.0,42.0,0.6935844834017157,0.6777321894815368,4,221956.34,18,5,180247.65,23,11,492381.9,47
35226,30.0,569.0,599.0,0.2113399137735421,0.1210857726344452,85,3411089.9099999997,594,235,6002293.050000001,1002,180,5112185.88,681
35228,5.0,94.0,99.0,0.9127675696154576,0.857169918545179,3,98659.72,24,21,554151.97,124,38,882070.27,157
35229,0.0,17.0,17.0,0.2965686274509803,0.2120098039215686,0,0.0,0,1,135000.0,6,1,127217.0,6
35231,0.0,4.0,4.0,,,0,0.0,0,1,47299.49,8,0,0.0,0
35232,0.0,10.0,10.0,,,0,0.0,0,1,67017.0,32,0,0.0,0
35233,0.0,552.0,552.0,0.4358288770053475,0.1296791443850267,106,6449438.65,867,88,3796608.21,726,119,6320907.260000001,797
35234,0.0,152.0,152.0,0.884761045987376,0.8622182146077547,16,1027132.55,120,23,1000927.92,197,24,874376.1599999999,125
35235,7.0,540.0,547.0,0.6520845977870116,0.5981138241747981,63,3547261.51,547,99,3610677.6500000004,556,121,4161434.97,590
35236,0.0,14.0,14.0,,,9,543225.25,103,9,460401.7,55,0,0.0,0
35238,1.0,9.0,10.0,,,6,333482.0,35,6,117599.94,17,0,0.0,0
35242,40.0,1745.0,1785.0,0.1760619258371096,0.0919542256625465,336,19002493.89,2803,501,14560565.1,1949,449,16886719.560000002,2170
35243,21.0,1109.0,1130.0,0.091736304549675,0.0506963788300835,211,11248318.12,1650,242,7460650.739999999,1147,245,10551358.190000001,1369
35244,21.0,1457.0,1478.0,0.2910599655550336,0.1734773759198371,219,13009290.79,1997,391,11886013.19,1790,361,14188292.06,2020
35253,2.0,14.0,16.0,,,2,116300.0,7,3,44022.25,3,0,0.0,0
35254,0.0,5.0,5.0,0.4293286219081272,0.3833922261484099,0,0.0,0,0,0.0,0,0,0.0,0
35255,2.0,7.0,9.0,,,3,242849.72,42,2,111955.1,11,0,0.0,0
35259,2.0,8.0,10.0,,,0,0.0,0,3,73707.7,30,1,12290.0,3
35260,0.0,7.0,7.0,,,1,28800.0,3,0,0.0,0,0,0.0,0
35266,1.0,12.0,13.0,,,3,92568.45,29,3,45317.7,4,0,0.0,0
35294,0.0,17.0,17.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35401,19.0,1117.0,1136.0,0.5449893165211428,0.492547943760057,257,13621922.25,2274,182,5637205.7,1102,291,11301117.709999999,1832
35402,18.0,10.0,28.0,,,6,329893.92,31,0,0.0,0,0,0.0,0
35403,10.0,42.0,52.0,,,6,370031.63,44,2,153127.5,22,0,0.0,0
35404,11.0,420.0,431.0,0.520285233413057,0.458455133315617,58,3051224.5100000002,482,60,2264727.7699999996,397,106,3543819.51,547
35405,64.0,708.0,772.0,0.5735787081824113,0.5321379558595244,114,6702140.0,1121,168,5410333.620000001,976,262,10190271.56,1566
35406,78.0,434.0,512.0,0.113261921592083,0.049861345223207,144,7443342.680000001,1470,105,2906099.6799999997,573,117,4191326.25,679
35407,3.0,5.0,8.0,,,2,57567.0,8,0,0.0,0,0,0.0,0
35441,22.0,7.0,29.0,0.4158790170132325,0.4158790170132325,1,5114.0,2,4,75093.75,8,9,205425.88,14
35442,78.0,73.0,151.0,0.6623864704040088,0.6237081114938929,16,753100.0,122,14,546507.84,100,20,439892.55,65
35443,66.0,8.0,74.0,0.982373678025852,0.8678025851938895,1,12900.0,3,5,275152.42,44,26,460370.0,41
35444,12.0,66.0,78.0,0.077364611929124,0.0496630895932118,6,362228.20999999996,54,9,359506.22,63,16,839078.42,115
35446,36.0,14.0,50.0,0.1245487364620938,0.0770156438026474,0,0.0,0,5,54787.0,14,7,105682.0,13
35447,39.0,48.0,87.0,0.5090144230769231,0.4663461538461538,5,206722.5,47,8,149677.74,24,11,214072.97,25
35448,3.0,0.0,3.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35449,4.0,3.0,7.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35452,37.0,38.0,75.0,0.1513178294573643,0.067906976744186,2,14295.0,3,9,227458.0,30,9,199110.91,24
35453,50.0,173.0,223.0,0.2675924348270574,0.1969671153518487,28,1369034.22,242,36,1122281.87,173,54,1606243.6800000002,206
35456,23.0,41.0,64.0,0.123730378578024,0.123730378578024,8,267620.41000000003,40,7,305142.08999999997,73,11,297058.67,31
35457,6.0,0.0,6.0,0.0,0.0,0,0.0,0,1,20143.65,2,0,0.0,0
35458,17.0,0.0,17.0,0.0,0.0,0,0.0,0,1,12300.0,3,1,75800.0,11
35459,46.0,14.0,60.0,0.6210295728368018,0.6210295728368017,2,60682.5,15,2,74800.0,10,9,231621.89,28
35460,30.0,0.0,30.0,0.932,0.932,0,0.0,0,1,20600.0,4,2,19571.0,3
35461,35.0,11.0,46.0,0.2827102803738317,0.2813084112149532,1,45183.4,9,5,111117.0,21,4,73261.0,10
35462,126.0,78.0,204.0,0.7719862227324914,0.756142365097589,16,865888.67,147,15,235023.97,70,103,2186672.65,168
35463,17.0,18.0,35.0,0.440219880897847,0.4365551992670636,3,63035.0,9,8,255128.64,46,7,261752.0,34
35464,14.0,5.0,19.0,0.7292576419213974,0.7183406113537117,0,0.0,0,1,15175.0,1,4,67651.0,4
35466,148.0,55.0,203.0,0.1518303660732146,0.1294258851770354,11,682034.9,89,18,348254.75,85,14,431258.5,57
35469,4.0,6.0,10.0,0.0,0.0,1,95700.0,8,0,0.0,0,2,115927.97,10
35470,138.0,106.0,244.0,0.6736287331641616,0.6201444466133125,11,643966.4,133,23,833420.3,173,33,884379.56,162
35471,1.0,3.0,4.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35473,35.0,215.0,250.0,0.2483937446963268,0.2053582252394229,54,3109940.6999999997,494,64,1942977.8599999999,335,65,2378723.25,397
35474,102.0,73.0,175.0,0.4530895691609977,0.4066043083900226,20,1009716.54,160,15,353916.15,46,30,661940.1,83
35475,97.0,170.0,267.0,0.0342504852152072,0.0202077862769722,39,1267202.25,214,64,1911608.56,267,52,1957412.96,267
35476,9.0,453.0,462.0,0.5009512659154105,0.4694863164056783,95,5105861.100000001,804,75,2068252.37,371,90,3521971.75,541
35477,6.0,0.0,6.0,1.0,1.0,0,0.0,0,0,0.0,0,1,19940.0,1
35480,37.0,18.0,55.0,0.3456678700361011,0.335740072202166,2,76155.0,8,8,230107.5,38,14,422540.65,41
35481,42.0,54.0,96.0,0.4311097256857855,0.4052369077306733,9,427965.0,82,12,345492.5,47,7,150969.82,25
35482,3.0,0.0,3.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35486,0.0,7.0,7.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35487,0.0,14.0,14.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35490,26.0,64.0,90.0,0.0880593443407513,0.0804020100502512,3,228705.0,64,3,39682.25,6,9,254269.58000000002,25
35501,46.0,593.0,639.0,0.2011523819322975,0.127688033748328,121,6177380.029999999,885,107,3877915.76,653,98,3882462.5400000005,601
35502,10.0,19.0,29.0,,,1,21600.0,3,3,97760.76999999999,14,0,0.0,0
35503,77.0,148.0,225.0,0.0610166038504634,0.0232250178262198,35,1330233.28,219,31,1095245.37,182,28,943352.65,126
35504,87.0,170.0,257.0,0.0861513687600644,0.0254428341384863,37,1642343.7200000002,221,33,942378.6799999999,416,31,1020502.1799999999,135
35540,135.0,52.0,187.0,0.0103605470368834,0.0,5,123904.67,20,12,348019.95999999996,96,5,245832.33,59
35541,104.0,49.0,153.0,0.0423654015887026,0.0008826125330979,9,361843.6,55,18,599702.09,105,11,431388.2,49
35542,22.0,6.0,28.0,0.0234948604992657,0.0029368575624082,0,0.0,0,5,152724.0,33,4,136252.11000000002,25
35543,9.0,17.0,26.0,0.0420489296636085,0.0,0,0.0,0,6,179330.0,36,3,130737.0,25
35544,17.0,5.0,22.0,0.0755905511811023,0.0566929133858267,0,0.0,0,0,0.0,0,0,0.0,0
35545,0.0,7.0,7.0,0.0,0.0,0,0.0,0,2,106692.5,16,3,191117.52000000002,31
35546,94.0,36.0,130.0,0.0347941567065073,0.0164674634794156,6,304161.0,119,10,320609.92,51,7,142804.0,24
35548,28.0,15.0,43.0,0.005901287553648,0.005901287553648,2,72994.0,5,1,83750.0,8,2,88996.48,6
35549,25.0,43.0,68.0,0.0561767112080719,0.0324515953095173,5,259014.61,62,4,34846.86,11,5,137239.95,25
35550,15.0,32.0,47.0,0.0868094701240135,0.0473506200676437,3,192585.0,23,7,61123.5,17,13,655965.03,51
35552,38.0,16.0,54.0,0.1522793404461687,0.1348205625606207,2,125536.51999999999,10,1,6607.8,2,4,122018.41,8
35553,87.0,73.0,160.0,0.0456526726313374,0.0075705437026841,10,456129.92999999993,81,19,801940.39,163,11,436279.37,132
35554,26.0,7.0,33.0,0.0285714285714285,0.0257142857142857,0,0.0,0,3,60704.0,14,2,29332.5,2
35555,110.0,209.0,319.0,0.2204975124378109,0.1850746268656716,28,1444984.23,268,49,1668074.63,269,33,873839.93,198
35559,0.0,3.0,3.0,0.5866666666666667,0.5866666666666667,0,0.0,0,0,0.0,0,0,0.0,0
35563,80.0,60.0,140.0,0.1420573827851644,0.0737112199673431,15,546597.4,86,6,123734.0,23,3,151312.28,17
35564,105.0,19.0,124.0,0.0147619047619047,0.0047619047619047,3,168090.92,32,5,74993.62,14,9,188503.37999999998,24
35565,179.0,226.0,405.0,0.0512587701196863,0.0129591415600495,24,912809.2,165,49,2117706.86,379,26,735036.9700000001,141
35570,198.0,221.0,419.0,0.0998610628690517,0.0537513025356026,39,1271647.5,238,37,1021905.9900000001,199,36,899359.8300000001,216
35571,41.0,7.0,48.0,0.0075566750629723,0.0,2,123783.37,13,1,4156.25,1,2,48446.5,6
35572,14.0,13.0,27.0,0.0688235294117647,0.0,2,177700.0,31,2,19238.47,15,2,11783.52,8
35573,2.0,0.0,2.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35574,47.0,8.0,55.0,0.0686274509803921,0.0625,1,6542.5,1,0,0.0,0,2,13459.5,2
35575,9.0,17.0,26.0,0.0164083865086599,0.0,1,38754.17,5,4,202975.65,31,3,85439.51999999999,11
35576,60.0,41.0,101.0,0.0956937799043062,0.0845295055821371,9,300035.5,46,11,206681.21,66,11,306363.83999999997,45
35577,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0
35578,100.0,32.0,132.0,0.007380073800738,0.001230012300123,6,216523.14,28,6,258704.26,29,11,253719.97000000003,29
35579,47.0,29.0,76.0,0.0555389668557778,0.0355329949238578,1,31671.55,5,5,109332.85,35,3,57234.87,15
35580,38.0,36.0,74.0,0.1162411732753938,0.0755024443237371,4,347200.08999999997,48,5,161966.96999999997,21,4,129149.23000000001,14
35581,179.0,47.0,226.0,0.0357718337093135,0.0029004189494038,5,170645.37,28,10,387445.99,77,4,92514.5,7
35582,47.0,108.0,155.0,0.0576883596797371,0.0,33,1952620.8800000001,259,11,322178.69999999995,84,12,533361.25,62
35584,0.0,3.0,3.0,0.5088339222614842,0.508833922261484,0,0.0,0,0,0.0,0,0,0.0,0
35585,64.0,17.0,81.0,0.0096575943810359,0.0,1,13000.0,2,3,174272.52,26,4,82599.5,12
35586,79.0,55.0,134.0,0.1211959423384944,0.1049119060331019,16,496254.1,80,14,221000.25,41,21,330916.04999999993,49
35587,15.0,7.0,22.0,0.0241635687732342,0.0,0,0.0,0,0,0.0,0,0,0.0,0
35592,49.0,123.0,172.0,0.1553376906318082,0.1368191721132897,43,1886843.29,305,18,309329.91,52,25,863175.74,186
35593,83.0,14.0,97.0,0.0242550242550242,0.0034650034650034,6,176377.5,20,3,48325.62,9,2,30839.440000000002,4
35594,102.0,195.0,297.0,0.0570459905660377,0.0302181603773584,47,1611725.35,276,27,649806.66,130,31,939329.64,140
35601,44.0,1330.0,1374.0,0.4001981485494906,0.253320536239512,203,11034209.37,1706,231,7372253.1899999995,1276,206,9272114.969999999,1370
35602,3.0,49.0,52.0,,,13,1003698.11,127,10,525795.08,54,1,76000.0,7
35603,143.0,506.0,649.0,0.2193341584943984,0.1483385699324002,77,3893751.32,596,118,3230868.3000000003,593,85,3191139.45,434
35609,0.0,10.0,10.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35610,123.0,14.0,137.0,0.0075537478210342,0.0,3,299575.0,47,6,92243.58,27,1,5208.33,1
35611,248.0,672.0,920.0,0.2771040193456198,0.1986956362437255,108,5214435.74,774,147,4572138.85,788,102,3685476.6,555
35612,11.0,30.0,41.0,,,4,477550.74,55,7,250812.84,27,0,0.0,0
35613,227.0,273.0,500.0,0.1539173349784084,0.0814697717458359,65,3465666.05,533,82,2317880.14,357,66,2329373.33,293
35614,184.0,56.0,240.0,0.1169088507265522,0.0272126816380449,12,254954.35,32,12,199075.66999999998,44,12,223937.84999999998,35
35615,3.0,0.0,3.0,1.0,1.0,1,10000.0,3,1,64100.0,8,0,0.0,0
35616,77.0,56.0,133.0,0.1929728245951139,0.147680483118309,6,175186.62,33,8,256003.13,30,3,97109.22,10
35617,1.0,0.0,1.0,,,0,0.0,0,0,0.0,0,0,0.0,0
35618,22.0,26.0,48.0,0.6345481777333999,0.6130803794308537,4,380761.92000000004,35,0,0.0,0,3,124416.32,16
35619,197.0,39.0,236.0,0.1457873842082047,0.070577856197618,8,296449.94,35,6,217150.32,43,6,125217.93,22
35620,162.0,80.0,242.0,0.05249343832021,0.0185601799775028,11,307620.26,47,18,338216.07,64,12,328088.67,38
35621,113.0,43.0,156.0,0.0253774494057179,0.0,12,488705.39999999997,71,7,60457.07,13,12,249449.5,44
35622,194.0,66.0,260.0,0.0630428691510226,0.0061641916503222,10,528711.9500000001,65,12,310377.9,50,12,346363.01999999996,55
35630,46.0,1222.0,1268.0,0.2509425560338429,0.2060561080599673,293,14968958.2,2436,208,6241103.79,1168,220,9569033.129999999,1462
35631,2.0,28.0,30.0,,,1,146791.09,20,0,0.0,0,0,0.0,0
35632,0.0,18.0,18.0,,,0,0.0,0,1,3610.0,1,0,0.0,0
35633,289.0,196.0,485.0,0.101927839557131,0.0504540377798281,51,1882929.68,382,41,1181840.6600000001,213,41,1645584.2500000002,248
35634,177.0,148.0,325.0,0.102644180720383,0.0879658546741619,42,1496161.39,233,39,893810.06,134,36,953725.38,146
35640,328.0,406.0,734.0,0.1214459480006081,0.0536338756271856,94,4758340.11,773,77,1849893.8299999998,312,68,2828641.01,364
35643,85.0,25.0,110.0,0.3041988003427592,0.2410739788631819,5,272892.77,43,11,507305.17,73,5,100272.62,8
35645,218.0,164.0,382.0,0.0648668916385452,0.0242219722534683,44,2241646.77,366,43,958347.38,126,37,1389103.42,178
35646,147.0,46.0,193.0,0.2990484821024014,0.2845491617580425,9,465776.31999999995,56,13,239486.54,71,5,143635.8,31
35647,60.0,5.0,65.0,0.1207349081364829,0.1137357830271216,0,0.0,0,4,181077.0,35,2,11800.82,2
35648,154.0,37.0,191.0,0.0263484190948543,0.0037197768133911,8,274267.03,64,14,484573.97,67,7,185125.79,22
35649,3.0,6.0,9.0,0.0344827586206896,0.0,1,112398.25,11,2,110884.17,17,0,0.0,0
35650,442.0,237.0,679.0,0.1573814097827693,0.0537165656864193,33,1641297.44,362,49,1228371.81,275,35,912620.8300000001,165
35651,104.0,8.0,112.0,0.1406443618339529,0.0408921933085501,1,66503.0,6,2,40228.17,5,2,25976.5,3
35652,238.0,124.0,362.0,0.0585456942003514,0.0382249560632688,35,1498125.2100000002,226,19,559792.94,78,25,757827.57,112
35653,140.0,279.0,419.0,0.3472366067225308,0.0734394124847001,58,2707219.28,421,46,1107889.47,203,40,1536551.78,235
35654,172.0,73.0,245.0,0.1794839835473015,0.0545930449956375,21,851818.4,158,21,608874.14,110,19,667646.9,141
35660,19.0,226.0,245.0,0.2592717086834734,0.2312605042016806,55,2863172.5300000003,425,33,1080350.48,169,39,1766980.61,239
35661,94.0,535.0,629.0,0.1950955848884843,0.1422963131543013,120,5438346.03,966,76,1853847.23,300,86,2896140.56,452
35662,1.0,25.0,26.0,,,2,169682.0,29,5,138871.2,17,0,0.0,0
35670,179.0,71.0,250.0,0.0735682135651094,0.028092503492162,9,505959.92,76,23,634735.55,125,19,453973.83,70
35671,11.0,58.0,69.0,0.5719191148416635,0.4818771461274322,4,304411.5,41,14,360721.47000000003,61,5,213821.0,54
35672,305.0,49.0,354.0,0.2598728568676556,0.1074937391639375,5,301888.0,48,13,268834.92,46,7,303816.82,46
35673,112.0,84.0,196.0,0.1313511479111779,0.0313636933885334,7,395290.0,84,13,351461.58,62,13,208529.98,38
35674,239.0,345.0,584.0,0.2019596601865846,0.1329024860582686,67,3178490.37,497,59,1432888.6,291,59,2200753.01,305
35677,73.0,8.0,81.0,0.0100047641734158,0.0028585040495474,0,0.0,0,3,100025.97,13,1,20833.0,1
35739,81.0,85.0,166.0,0.1397260273972602,0.0680365296803652,10,570696.81,63,16,493369.62,75,13,338061.18,38
35740,34.0,36.0,70.0,0.0622381807301017,0.0344105326152004,2,45577.0,6,4,55530.0,14,9,230996.5,51
35741,33.0,66.0,99.0,0.0937581613998432,0.0668581875163228,12,539214.89,74,19,877158.98,109,16,623680.97,74
35742,0.0,5.0,5.0,,,0,0.0,0,1,8304.0,13,0,0.0,0
35744,110.0,9.0,119.0,0.0976744186046512,0.0145348837209302,2,68763.0,12,2,20850.0,3,5,112063.49,17
35745,19.0,0.0,19.0,0.0,0.0,0,0.0,0,0,0.0,0,1,90000.0,11
35746,30.0,0.0,30.0,0.0179211469534049,0.0,1,44855.72,10,1,58070.12,10,1,28932.5,2
35747,112.0,66.0,178.0,0.0526767330130405,0.0188743994509265,15,519148.37,76,14,450471.18,83,13,223454.8,38
35748,101.0,88.0,189.0,0.0772837265577737,0.0251058681185722,16,581344.0,82,15,435468.9,57,16,544480.12,73
35749,70.0,183.0,253.0,0.322862429536555,0.2418348465940875,30,954493.97,172,52,1320590.89,262,59,1270015.06,213
